rank,candidate_id,genome_hash,oos_sharpe_net,pbo,oos_cagr_net,max_drawdown_net,dsr,stress_passed,stress_total,gates_passed,turnover_annual,capacity_usd,created_at
395,cand_32dbf46baa73,sha256:690d7db3ab106b97,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:39Z
396,cand_d9c76c631462,sha256:6922e7af167ae566,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:08Z
397,cand_57a84898c473,sha256:69343d055d9aeb95,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:18Z
398,cand_b45b26350c10,sha256:694379611897345c,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:17Z
399,cand_3d61a78347a3,sha256:694655c384f60cdd,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:07Z
400,cand_2f1867711f99,sha256:696e11e1cfaec0c7,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:25Z
401,cand_7980e58c4cbd,sha256:69b99b0cf42161f5,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:57Z
402,cand_73261a48f4d8,sha256:69e4b6c9f0474f7d,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:23Z
403,cand_1f7ddf6a493b,sha256:69f5c76ddf462b21,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:25Z
404,cand_01acd47f7c1b,sha256:6a228009c5c761a7,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:06Z
405,cand_e1b8750f9152,sha256:6ae514c1b7a0bec8,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:12Z
406,cand_c370fd85723f,sha256:6b76d3b494aed83c,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:31Z
407,cand_cb919e6acdc1,sha256:6b949c87e1e3d48f,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:13Z
408,cand_995b5aa1cf80,sha256:6c037a7acb482d1a,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:30Z
409,cand_90e79ef77209,sha256:6c3dfc89cec30879,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:18Z
410,cand_ecb6f7b43163,sha256:6c6d7d541cd7c62c,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:48Z
411,cand_f30207d0dc24,sha256:6cbabc2e67d6bb99,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:27Z
412,cand_711f8af599dd,sha256:6db0f699a0086439,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:21Z
413,cand_099e335d5bc3,sha256:6dd4883defd2f827,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:10Z
414,cand_c9dea951ee20,sha256:6ec9cae8f8f0a39a,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:07Z
415,cand_60a47895d812,sha256:6ee946068f578955,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:02Z
416,cand_b94cd5f6c0e5,sha256:6f05884571be2273,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:42Z
417,cand_3fb78eb35a83,sha256:6f121ca115a991bd,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:08Z
418,cand_a498ebbed305,sha256:6f38bba026a63669,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:11Z
419,cand_20f998f4d490,sha256:6f769d161ea649e4,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:05Z
420,cand_bd310b0ee3df,sha256:707e8fca5aa24b1b,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:47Z
421,cand_bac9802fd8ac,sha256:7096bb58862d7e67,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:57Z
422,cand_1f5d309c5b9e,sha256:70a3d376296641f8,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:05Z
423,cand_2ea2975dfb16,sha256:71151c76d5fc550a,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:58Z
424,cand_763e03e3cf49,sha256:7130104c7d02f677,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:35Z
425,cand_9a94a0d336f8,sha256:716c0d8390ecf74b,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:02Z
426,cand_fec43d663d7f,sha256:71703bbf8f3abe50,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:01Z
427,cand_c8c015604be8,sha256:71da5be8c0b2a2e1,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:31Z
428,cand_3bd065be4f9a,sha256:7203d36f6d7f1ab6,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:34Z
429,cand_a2e14fee4206,sha256:72da89cfa168a6c9,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:33Z
430,cand_c1ae13e38d10,sha256:7354a39eb5d6bf1a,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:55Z
431,cand_a79ba9de6ff5,sha256:7386a5578dcf9341,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:04Z
432,cand_402a7da38e4e,sha256:7393906dabafda6d,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:52Z
433,cand_a3997c13393f,sha256:74681de57077add1,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:13Z
434,cand_454196e98b9c,sha256:74ce76ae23df1a1d,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:35Z
435,cand_98236dd9ad79,sha256:758aaba457c52133,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:18Z
436,cand_a592133382f8,sha256:75c53cdbe87f1277,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:59Z
437,cand_83e312fa67b1,sha256:75dd33ae35fe4055,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:05Z
438,cand_17871565e67e,sha256:762e7b95fcdbf839,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:26Z
439,cand_db43fe71ac32,sha256:768d06842cd5576d,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:49Z
440,cand_aaed19c5712f,sha256:76a7c6ac800e0109,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:16Z
441,cand_dcc7b43e8a41,sha256:76c69aec48ab4085,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:14Z
442,cand_038aa54913ac,sha256:76ca503fdea60dee,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:07Z
443,cand_d2e5d34c06da,sha256:76eea66ffcc4e936,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:07Z
444,cand_05eedca3f9e4,sha256:7702b8c448f0a200,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:13Z
445,cand_3fecb5ef117f,sha256:777528ea91a23ad4,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:57Z
446,cand_1582024d12b8,sha256:77825eb5ee4d8e58,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:13Z
447,cand_ae208e7f07b9,sha256:779046461ddf6d07,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:59Z
448,cand_b85a0d25d8ad,sha256:77d019295412db22,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:55Z
449,cand_1a4f1e12cac5,sha256:7836af4784ee124e,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:08Z
450,cand_fe4404340f01,sha256:787503e31d4c1b8d,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:46Z
451,cand_c13d51f494fb,sha256:790a691a9df5bd42,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:57Z
452,cand_245de1626eb0,sha256:794bec9d072a93cd,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:01Z
453,cand_b4914d819060,sha256:797a1bae59b158f1,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:55Z
454,cand_53a33e08f4bb,sha256:7a07dcec14766c4c,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:31Z
455,cand_c737a66843e4,sha256:7a24b713427d67f6,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:36Z
456,cand_98212f3f940b,sha256:7a4cb39c1b7d41df,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:48Z
457,cand_6ee8fac873a2,sha256:7a60c963df1970a5,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:54Z
458,cand_42dfc7ceb8be,sha256:7ad2732d48186c97,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:09Z
459,cand_66a97c17f7d9,sha256:7afc7e1118dba326,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:09Z
460,cand_6ce41a84beae,sha256:7b27f1a2227faf3a,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:01Z
461,cand_febf72af35a2,sha256:7b8ff913ad548b79,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:52Z
462,cand_87d562abfa68,sha256:7bfedbbe386d2ea4,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:22Z
463,cand_ace71ef2428e,sha256:7c1596ecf9c68687,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:07Z
464,cand_2ac8aea193f8,sha256:7cd58a9bcf8ce772,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:35Z
465,cand_08b2232d5a7a,sha256:7ce4dd95fdc7fd61,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:55Z
466,cand_c7ba6c7f304e,sha256:7d055d2039c3bb8a,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:03Z
467,cand_e230fc127a5d,sha256:7da9839783d3934c,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:27Z
468,cand_91b405ac9964,sha256:7dcf72319ee9b37f,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:37Z
469,cand_d29e0ec892ed,sha256:7dd1c332a1f5a959,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:38Z
470,cand_b6986507279c,sha256:7ddcd975cc84df67,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:45Z
471,cand_05896bee506b,sha256:7ea355b8dd47e104,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:01Z
472,cand_c9d862bff2fa,sha256:7ecb19d614e41407,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:39Z
473,cand_f3acf6271150,sha256:7f136f6779e32f91,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:28Z
474,cand_83c0d342a611,sha256:7ffaebede218a10b,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:37Z
475,cand_aedb54591851,sha256:801360f26aa60403,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:22Z
476,cand_1b9e5f1c3105,sha256:8056f1bd2069b039,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:04Z
477,cand_3788bb1e62fc,sha256:80d1c9b1140634b9,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:23Z
478,cand_7e3a3b583440,sha256:8136ef54ed7dac6d,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:09Z
479,cand_2f06fd587f0c,sha256:8146651e5d85cb18,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:26Z
480,cand_7c33b2597530,sha256:818680f578f09c97,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:36Z
481,cand_53e4c7805b97,sha256:8186d59218353908,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:18Z
482,cand_e9d84de27e95,sha256:81ab6e1914e11ac6,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:00Z
483,cand_78a8b2d4ab01,sha256:821e460d9a558175,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:11Z
484,cand_bec685662ccc,sha256:8242ac416988ac3b,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:18Z
485,cand_43f2cecf3b86,sha256:82b22cadd229ce4d,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:02Z
486,cand_1c9da9226f8a,sha256:832581059c9642a8,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:46Z
487,cand_8016c78aaf3e,sha256:83d2024d9d470d73,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:46Z
488,cand_749608b70207,sha256:83f1ae8ca7ee5c11,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:56Z
489,cand_0396081007ad,sha256:84769d2942c97256,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:06Z
490,cand_db75ef4987e5,sha256:84bb10f5b7bf6031,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:33Z
491,cand_a76c5f16c77a,sha256:84d41975c1c51b0e,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:25Z
492,cand_da4e1e74ff7b,sha256:84e0e442429b1ee8,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:17Z
493,cand_9d7c972dc2e7,sha256:857de5a0401ad39a,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:48Z
494,cand_5ac1748b0382,sha256:85cf61161fa51855,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:42Z
495,cand_038322f3cb57,sha256:86034ea82e977fcc,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:49Z
496,cand_7e3c793afe8a,sha256:864f2f549dee3fb5,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:29Z
497,cand_5fa0182781b9,sha256:866ce776d05aeb5d,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:14Z
498,cand_ecb9f99ff1a0,sha256:8674c54142d3fc11,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:14Z
499,cand_bb8a93b559a1,sha256:86a380217fbeaa2e,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:34Z
500,cand_8794f16c11b7,sha256:86a9e2b4ece44264,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:30Z
501,cand_8a688b0ff8f0,sha256:8775dbbfb7d055f5,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:37Z
502,cand_f2e8adadbb32,sha256:87804cb2cbc4d227,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:18Z
503,cand_cdf2f966e079,sha256:87886284b5f9d95f,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:20Z
504,cand_b5e67b0fdd23,sha256:87baef9f960f2e95,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:53Z
505,cand_e3f8d0dd7d7f,sha256:88049752d970dc86,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:28Z
506,cand_50b7c969af67,sha256:880e3dfac18707e1,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:21Z
507,cand_c071aa727fac,sha256:8883fbbe712f727c,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:15Z
508,cand_a39f22b943b7,sha256:88ba4de80e087872,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:15Z
509,cand_9146a0275cd8,sha256:89298be9fd85281e,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:49Z
510,cand_4870abf49a7b,sha256:8a10768465e27fa4,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:26Z
511,cand_d6c665dfc252,sha256:8a3ace4ec50a7871,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:52Z
512,cand_65267d08a792,sha256:8aaba00a9ec0855b,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:09Z
513,cand_a1f32f923bdb,sha256:8ab66bbb87ad8524,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:28Z
514,cand_78f4e23d2ea1,sha256:8ab97877c02093c3,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:35Z
515,cand_015357891acd,sha256:8b6cf39c2d7d3ea1,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:37Z
516,cand_12d0891251e5,sha256:8c1b8fbf9a64d57a,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:14Z
517,cand_c7db36b00174,sha256:8cbd3d530bf2d5c8,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:23Z
518,cand_a71b685f2cc0,sha256:8cde66be44287d75,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:32Z
519,cand_aabe43727774,sha256:8d3dfa41b0d1901d,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:30Z
520,cand_0b7f89797874,sha256:8d75376556aa630a,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:47Z
521,cand_895020d18787,sha256:8dc4927cd35b0cc1,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:52Z
522,cand_27cd90003975,sha256:8deda115e15be182,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:03Z
523,cand_6f853ffc43cc,sha256:8e3b90771efce072,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:32Z
524,cand_6d7d5a0c631a,sha256:8ef550a2badcfe2a,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:05Z
525,cand_deb48e9917cc,sha256:8faab4beef7f8da1,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:04Z
526,cand_981ade115176,sha256:8fcf331616068ccd,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:35Z
527,cand_a77e02b6c130,sha256:900ae1123623d4e9,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:30Z
528,cand_9885165204ac,sha256:90285c681a0a7e7f,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:49Z
529,cand_0ab516fbd355,sha256:90755090a6d4eab3,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:47Z
530,cand_e2b13e772502,sha256:9106f621f19affaf,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:30Z
531,cand_402e490d8281,sha256:91e33e94b9f44e3d,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:16Z
532,cand_b78056680c32,sha256:9247061351b4230d,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:43Z
533,cand_8e0dd3227f11,sha256:929edf06ed1b1e87,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:31Z
534,cand_bd59d79a2ee8,sha256:92aa359b97b23537,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:02Z
535,cand_3aee9f6dde53,sha256:933160e44944381e,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:05Z
536,cand_94b45ab39175,sha256:934279b233e2207a,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:45Z
537,cand_50f4bb9eabc0,sha256:938ee4dc54dfd40d,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:27Z
538,cand_8523ef7595be,sha256:93a12e06b1071267,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:51Z
539,cand_1661bd735cf9,sha256:943b03fea8f222d5,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:33Z
540,cand_d87f4eb3f817,sha256:94791d245fd885f6,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:25Z
541,cand_72b8b2c0d9b2,sha256:94a6f4484244ada8,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:09Z
542,cand_8cc82caf1dd7,sha256:9534e484ea85e923,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:07Z
543,cand_1aefd0890ef9,sha256:954b7e693592e9ab,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:14Z
544,cand_2c050152ce4b,sha256:961072a9d8d587e1,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:34Z
545,cand_260a53ad6089,sha256:962551c6f754e1b6,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:07Z
546,cand_0653f65323a8,sha256:9632ee36ff4174dd,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:43Z
547,cand_854b828be3a5,sha256:968353497b014463,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:28Z
548,cand_d8b177a064af,sha256:971ea1be6ac67218,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:45Z
549,cand_360b9c1b1dd8,sha256:977efdb841f3fad0,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:49Z
550,cand_5a0a23694519,sha256:97d09c1774392112,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:20Z
551,cand_95f1c711fcf0,sha256:98bfd983f69895ab,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:32Z
552,cand_ace03f9fa8b6,sha256:990153da2b6e32ed,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:30Z
553,cand_3ecf9c67ec0b,sha256:992601bf5c6516d3,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:50Z
554,cand_31b0d91fa89c,sha256:9928a6a75ce92906,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:24Z
555,cand_2d394e7c7bee,sha256:9a35b9d2d78c3443,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:09Z
556,cand_d561971f9b04,sha256:9a58812eccf4f568,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:30Z
557,cand_8ea2c2054829,sha256:9a5d6021c5fb5701,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:54Z
558,cand_6397b849dbe6,sha256:9a8032d4001c6ff0,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:59Z
559,cand_a5f6a259fde6,sha256:9b065a92ff0c1eb9,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:52Z
560,cand_f0f7b934b9ab,sha256:9b45c2fa0f5feed5,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:02Z
561,cand_86c4dd2d8b69,sha256:9b58ccfe622b226e,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:50Z
562,cand_9dc141992b1e,sha256:9b5a8e9dc1b7f559,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:49Z
563,cand_2ec38512a61f,sha256:9bc46ff76514eeeb,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:43Z
564,cand_bd64d2ebe69a,sha256:9c78b72bdb42a289,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:46Z
565,cand_9cfadcaf8044,sha256:9c981f702d141f58,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:28Z
566,cand_5007371dc690,sha256:9ca19b63c63a5726,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:15Z
567,cand_458483181a34,sha256:9d4f98e5e14eec50,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:10Z
568,cand_5295c6ddf0dc,sha256:9da694321f642b11,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:05Z
569,cand_3eba0a861e6b,sha256:9dc924c4037a240d,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:17Z
570,cand_1dc8f7a3b1c0,sha256:9dedb57bd3c4f3a3,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:50Z
571,cand_553733d2452b,sha256:9df15a19b22faaf3,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:36Z
572,cand_5dd440d12b86,sha256:9e1c236a9f5bd798,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:26Z
573,cand_11826902e2a8,sha256:9e40b4cdba3ad3df,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:35Z
574,cand_4234d1aa4798,sha256:9e43d19a6e6e1022,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:49Z
575,cand_0f75b0028409,sha256:9e65acfa6f2544af,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:10Z
576,cand_c965eedf8aeb,sha256:9e944136d424cf81,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:12Z
577,cand_d32852dd72f1,sha256:9f0c01f3f27eaf90,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:25Z
578,cand_8e320a96c4e3,sha256:9f878300ce2f06b1,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:10Z
579,cand_914ef736012f,sha256:9f8862450b6f2952,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:43Z
580,cand_624b9cc3e7de,sha256:9f8e5996f98d679a,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:24Z
581,cand_ca904a97caa1,sha256:9fb9ea36a53e030e,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:25Z
582,cand_4a600623707b,sha256:9fe22af55e9dd465,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:54Z
583,cand_b9826f9c2183,sha256:a08aa35ec47a4cc5,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:16Z
584,cand_3b9b478cc087,sha256:a0d90644110c66a8,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:04Z
585,cand_97f885915b88,sha256:a0f54751f566cef5,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:50Z
586,cand_9399cab66ba3,sha256:a134a7fa1427dc8d,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:59Z
587,cand_2f653eee18f0,sha256:a1831f06f8792d2a,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:32Z
588,cand_d9ec0f4da796,sha256:a19e15e79e5752ee,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:49Z
589,cand_ca5b9a8ce1a4,sha256:a1dc1e5f805a91fe,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:50Z
590,cand_74da279ef306,sha256:a2c0215f8b9dfd80,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:13Z
