symbol,date,open,high,low,close,adj_close,volume
XOM,2022-12-23,96.4672,98.0817,96.4221,98.0276,98.0276,11539400
XOM,2022-12-27,98.5598,99.6422,98.1629,99.3896,99.3896,11962100
XOM,2022-12-28,99.1371,99.2182,97.3241,97.757,97.757,10702100
XOM,2022-12-29,97.4052,98.9657,97.4052,98.4966,98.4966,10534000
XOM,2022-12-30,97.9645,99.6692,97.9645,99.4888,99.4888,11799600
XOM,2023-01-03,99.0198,99.2363,95.1503,96.0703,96.0703,15146200
XOM,2023-01-04,94.5279,96.6566,94.4918,96.3499,96.3499,18058400
XOM,2023-01-05,95.917,99.1731,95.8899,98.5057,98.5057,15946600
XOM,2023-01-06,99.2904,101.0132,98.9206,99.6963,99.6963,16348100
XOM,2023-01-09,100.6975,100.6975,97.2429,97.8382,97.8382,17964600
XOM,2023-01-10,99.0288,99.5159,97.4233,99.2994,99.2994,15104600
XOM,2023-01-11,100.1112,100.5261,98.3974,100.4539,100.4539,16710400
XOM,2023-01-12,100.8598,102.5916,100.7877,102.1226,102.1226,15357300
XOM,2023-01-13,102.0234,102.3662,101.1665,102.0595,102.0595,12011400
XOM,2023-01-17,102.294,102.8983,101.6265,101.861,101.861,16542200
XOM,2023-01-18,102.1587,102.9344,99.579,99.7684,99.7684,16399700
XOM,2023-01-19,99.2814,101.1395,98.8394,100.4089,100.4089,12928000
XOM,2023-01-20,100.4449,102.3211,99.7684,102.2399,102.2399,16515600
XOM,2023-01-23,102.5014,103.3583,101.5995,101.7077,101.7077,16584400
XOM,2023-01-24,98.4606,102.8442,94.591,102.6548,102.6548,13583000
XOM,2023-01-25,102.1316,102.5105,100.472,102.1136,102.1136,11914700
XOM,2023-01-26,103.4756,106.2357,103.1329,106.2176,106.2176,21019700
XOM,2023-01-27,105.487,106.1365,104.0799,104.2784,104.2784,15179200
XOM,2023-01-30,103.8093,104.1701,102.0595,102.4293,102.4293,18672100
XOM,2023-01-31,101.1124,104.9909,99.6061,104.6392,104.6392,27861800
XOM,2023-02-01,104.4768,105.8749,102.2309,103.4936,103.4936,19464900
XOM,2023-02-02,103.5928,103.7913,99.0649,100.2555,100.2555,24562100
XOM,2023-02-03,100.932,102.9254,100.6253,100.95,100.95,20226600
XOM,2023-02-06,101.3469,102.0054,99.5069,100.7787,100.7787,13855200
XOM,2023-02-07,101.374,104.0078,101.0402,103.656,103.656,16013300
