timestamp,ticker,open,high,low,close,volume
2025-02-20,PETR4,38.42,38.57,38.31,35.66,26641200
2025-02-20,VALE3,56.80,58.16,56.48,51.02,76934000
2025-02-20,ITUB4,29.90,30.04,29.68,27.54,17423670
2025-02-21,PETR4,38.53,38.53,38.17,35.56,30115200
2025-02-21,VALE3,57.90,58.16,57.56,51.39,37134700
2025-02-21,ITUB4,29.79,29.83,29.58,27.46,33361460
2025-02-24,PETR4,38.50,38.51,37.80,35.31,27830300
2025-02-24,VALE3,58.10,58.57,57.48,50.92,19081700
2025-02-24,ITUB4,29.88,29.97,29.38,27.31,28174190
2025-02-25,PETR4,38.12,38.44,37.83,35.15,31960900
2025-02-25,VALE3,57.30,57.44,56.89,50.42,19554800
2025-02-25,ITUB4,29.80,30.13,29.66,27.59,28803280
2025-02-26,PETR4,38.25,38.25,37.75,35.15,27420200
2025-02-26,VALE3,57.37,57.69,56.72,50.12,25399100
2025-02-26,ITUB4,30.14,30.16,29.77,27.52,23773750
2025-02-27,PETR4,36.36,36.74,35.48,33.91,129693500
2025-02-27,VALE3,56.45,56.99,56.01,49.74,18658000
2025-02-27,ITUB4,29.97,30.11,29.76,27.49,22801350
2025-02-28,PETR4,36.49,36.55,35.81,33.28,55476800
2025-02-28,VALE3,55.94,56.14,55.15,48.73,46789400
2025-02-28,ITUB4,29.76,29.92,29.04,26.82,38851120
2025-03-05,PETR4,35.02,35.11,34.55,32.07,48552000
2025-03-05,VALE3,56.15,56.22,55.39,49.12,13843400
2025-03-05,ITUB4,29.46,29.61,29.09,27.22,28547750
2025-03-06,PETR4,34.81,35.12,34.03,31.74,47749600
2025-03-06,VALE3,55.64,56.52,55.55,49.66,17678400
2025-03-06,ITUB4,29.45,29.75,29.28,27.27,20467590
2025-03-07,PETR4,34.29,34.93,34.23,32.08,28074700
2025-03-07,VALE3,55.98,57.35,55.55,50.38,25480600
2025-03-07,ITUB4,29.44,29.93,29.32,27.39,22710490
2025-03-10,PETR4,34.58,34.62,34.00,32.07,35037200
2025-03-10,VALE3,54.23,54.55,53.25,49.56,23626600
2025-03-10,ITUB4,29.50,29.90,29.33,27.63,30448440
2025-03-11,PETR4,34.75,34.90,33.91,31.59,28805400
2025-03-11,VALE3,54.08,54.72,53.41,49.98,23060100
2025-03-11,ITUB4,29.95,29.95,29.46,27.39,20393450
2025-03-12,PETR4,34.16,34.40,33.96,31.59,20149100
2025-03-12,VALE3,54.50,54.50,53.15,49.35,18825700
2025-03-12,ITUB4,29.75,29.82,29.46,27.47,19709470
2025-03-13,PETR4,34.18,34.54,34.04,31.90,19263600
2025-03-13,VALE3,53.88,55.16,53.70,50.03,20584600
2025-03-13,ITUB4,29.73,30.30,29.67,27.92,31729170
2025-03-14,PETR4,34.60,35.76,34.37,32.88,41529400
2025-03-14,VALE3,55.20,56.41,55.16,51.68,31789300
2025-03-14,ITUB4,30.36,31.41,30.30,28.83,34804110
2025-03-17,PETR4,35.61,36.41,35.60,33.50,31175900
2025-03-17,VALE3,56.29,57.24,56.14,52.42,23191800
2025-03-17,ITUB4,31.17,32.23,31.14,29.69,29819240
2025-03-18,PETR4,36.19,36.41,35.91,33.52,15086400
2025-03-18,VALE3,57.20,57.56,56.62,52.81,18165300
2025-03-18,ITUB4,32.31,32.59,32.15,29.85,29878800
2025-03-19,PETR4,36.27,36.33,36.03,33.50,21180500
2025-03-19,VALE3,57.35,57.55,56.85,52.71,23211900
2025-03-19,ITUB4,32.50,32.61,32.24,29.93,24673900
2025-03-20,PETR4,36.16,36.48,35.76,33.57,46921900
2025-03-20,VALE3,57.04,57.49,56.78,52.55,17283200
2025-03-20,ITUB4,32.33,32.55,31.85,29.65,31200500
2025-03-21,PETR4,36.22,37.03,36.18,34.09,61175700
2025-03-21,VALE3,56.95,57.45,56.83,52.74,30524100
2025-03-21,ITUB4,32.11,32.30,31.98,29.71,47612800
2025-03-24,PETR4,36.70,36.94,36.50,34.04,20348000
2025-03-24,VALE3,57.95,58.24,56.96,52.47,18646500
2025-03-24,ITUB4,32.08,32.32,31.94,29.74,31882100
2025-03-25,PETR4,36.85,37.52,36.63,34.31,28036100
2025-03-25,VALE3,57.32,57.75,57.11,52.64,15615800
2025-03-25,ITUB4,32.30,32.95,32.30,29.98,19003900
2025-03-26,PETR4,37.15,37.63,37.15,34.63,26870300
2025-03-26,VALE3,57.40,58.04,57.39,52.96,29401600
2025-03-26,ITUB4,32.55,32.60,31.96,29.66,31903000
2025-03-27,PETR4,37.43,37.97,37.39,34.89,28444400
2025-03-27,VALE3,58.00,58.45,57.61,53.38,15345300
2025-03-27,ITUB4,32.15,32.20,31.96,29.70,28518400
2025-03-28,PETR4,37.65,37.88,37.09,34.67,22057700
2025-03-28,VALE3,58.10,58.38,57.56,52.84,31146000
2025-03-28,ITUB4,31.98,32.14,31.47,29.29,22271700
2025-03-31,PETR4,37.35,37.64,37.08,34.42,26049400
2025-03-31,VALE3,56.72,57.02,56.03,52.05,20469300
2025-03-31,ITUB4,31.60,31.60,31.09,29.03,25378000
2025-04-01,PETR4,37.30,37.97,37.20,34.55,19075600
2025-04-01,VALE3,57.10,57.93,56.95,52.50,12354800
2025-04-01,ITUB4,31.39,31.67,31.17,29.04,12377800
2025-04-02,PETR4,37.27,37.30,36.83,34.46,16959200
2025-04-02,VALE3,57.21,57.30,56.60,52.26,13197700
2025-04-02,ITUB4,31.37,31.62,31.18,29.05,11794000
2025-04-03,PETR4,36.15,36.30,35.61,33.35,65896000
2025-04-03,VALE3,56.00,56.44,54.76,50.37,32351100
2025-04-03,ITUB4,31.15,32.20,31.09,29.56,31919100
2025-04-04,PETR4,34.74,35.01,33.81,32.00,87263200
2025-04-04,VALE3,53.22,53.52,51.60,48.36,45819600
2025-04-04,ITUB4,31.58,31.74,30.91,28.80,31636200
2025-04-07,PETR4,33.92,34.55,33.11,30.73,85724900
2025-04-07,VALE3,51.71,53.48,51.17,47.78,35942800
2025-04-07,ITUB4,30.90,31.62,30.54,28.85,32292300
2025-04-08,PETR4,33.70,33.94,31.88,29.64,62128500
2025-04-08,VALE3,52.35,52.81,49.02,45.17,46815300
2025-04-08,ITUB4,31.54,31.77,30.99,28.86,36022000
2025-04-09,PETR4,31.31,33.58,31.04,30.85,106391600
2025-04-09,VALE3,49.15,52.06,48.77,47.60,56491900
2025-04-09,ITUB4,31.00,32.35,30.82,29.39,36802300
2025-04-10,PETR4,33.00,33.02,31.20,28.93,71250600
2025-04-10,VALE3,52.10,53.24,51.46,48.45,38010400
2025-04-10,ITUB4,31.66,32.04,31.13,29.27,35288600
2025-04-11,PETR4,31.50,32.30,30.78,29.50,65329400
2025-04-11,VALE3,52.56,54.15,52.56,49.26,22129900
2025-04-11,ITUB4,31.76,32.13,31.44,29.42,27525100
2025-04-14,PETR4,32.60,32.88,31.44,29.39,56015200
2025-04-14,VALE3,54.40,54.88,54.19,49.90,19994800
2025-04-14,ITUB4,32.16,32.52,31.97,29.90,26240000
2025-04-15,PETR4,31.73,31.87,30.98,28.72,58276900
2025-04-15,VALE3,54.38,54.65,53.53,49.40,17471900
2025-04-15,ITUB4,32.29,32.79,32.20,30.28,24967200
2025-04-16,PETR4,31.29,31.47,30.85,28.72,73227700
2025-04-16,VALE3,53.52,53.64,52.42,48.25,23105900
2025-04-16,ITUB4,32.60,32.92,32.50,30.23,31486700
2025-04-17,PETR4,30.67,31.18,30.46,29.28,65752700
2025-04-17,VALE3,52.78,53.32,52.56,48.55,23172400
2025-04-17,ITUB4,32.57,32.83,32.36,30.29,19905200
2025-04-22,PETR4,30.80,31.25,30.33,29.35,41683900
2025-04-22,VALE3,53.16,54.29,52.76,49.41,16780900
2025-04-22,ITUB4,32.70,33.54,32.62,30.88,20994900
2025-04-23,PETR4,31.35,31.78,30.50,29.02,71566500
2025-04-23,VALE3,54.90,55.35,54.40,50.00,18377400
2025-04-23,ITUB4,33.69,34.17,33.55,31.52,27257100
2025-04-24,PETR4,30.81,30.84,30.06,28.88,61589200
2025-04-24,VALE3,54.45,55.67,54.31,50.78,19621700
2025-04-24,ITUB4,34.15,34.81,34.07,32.13,26895100
2025-04-25,PETR4,30.34,30.73,30.20,28.97,35581500
2025-04-25,VALE3,54.50,54.62,53.64,49.44,26162200
2025-04-25,ITUB4,34.75,34.97,34.50,32.01,31763200
2025-04-28,PETR4,30.56,30.78,30.25,28.86,27362000
2025-04-28,VALE3,53.90,54.18,53.63,49.61,12001900
2025-04-28,ITUB4,34.61,35.07,34.47,32.36,15208100
2025-04-29,PETR4,30.30,30.81,30.15,29.01,33041100
2025-04-29,VALE3,54.21,54.34,53.84,49.43,11816200
2025-04-29,ITUB4,35.00,35.42,34.85,32.62,24481400
2025-04-30,PETR4,30.41,30.58,29.96,28.47,52798300
2025-04-30,VALE3,52.60,53.25,52.21,48.53,18774400
2025-04-30,ITUB4,35.05,35.68,35.03,32.90,31480200
2025-05-02,PETR4,30.20,30.81,29.97,29.25,33146600
2025-05-02,VALE3,53.26,53.56,52.55,48.47,17135800
2025-05-02,ITUB4,35.42,35.68,34.75,32.82,38043100
2025-05-05,PETR4,30.57,30.62,29.66,28.15,59011700
2025-05-05,VALE3,52.90,53.08,52.73,48.62,12201600
2025-05-05,ITUB4,35.25,35.39,34.75,32.23,27611800
2025-05-06,PETR4,30.11,30.39,29.96,28.62,52751300
2025-05-06,VALE3,52.99,53.58,52.92,48.66,12065000
2025-05-06,ITUB4,34.82,34.88,34.42,32.07,17255400
2025-05-07,PETR4,30.30,30.30,29.90,28.75,35050400
2025-05-07,VALE3,53.55,53.55,52.66,48.56,11240100
2025-05-07,ITUB4,34.92,35.14,34.73,32.42,13397900
2025-05-08,PETR4,30.59,31.03,30.45,29.15,44665000
2025-05-08,VALE3,52.90,53.30,52.67,48.42,15414600
2025-05-08,ITUB4,35.60,36.00,35.14,32.68,33186100
2025-05-09,PETR4,31.10,31.18,30.64,29.34,25075600
2025-05-09,VALE3,53.00,53.08,52.51,48.61,15558800
2025-05-09,ITUB4,36.40,37.25,35.79,34.45,58004600
2025-05-12,PETR4,31.90,32.17,31.65,30.04,53493600
2025-05-12,VALE3,54.56,55.20,54.28,49.83,26482400
2025-05-12,ITUB4,37.44,37.44,36.25,33.75,26894900
2025-05-13,PETR4,31.77,32.25,31.35,30.50,56165300
2025-05-13,VALE3,54.49,55.43,54.13,50.65,21187200
2025-05-13,ITUB4,36.68,37.11,36.52,34.17,24635200
2025-05-14,PETR4,32.00,32.12,31.70,30.29,28060100
2025-05-14,VALE3,55.50,55.69,54.84,50.40,16297800
2025-05-14,ITUB4,36.94,37.34,36.81,34.40,17869500
2025-05-15,PETR4,31.70,32.09,31.59,30.25,32468300
2025-05-15,VALE3,55.00,55.65,54.84,50.91,13955400
2025-05-15,ITUB4,37.36,37.77,37.22,34.86,26350700
2025-05-16,PETR4,31.84,32.16,31.66,30.39,48111800
2025-05-16,VALE3,55.20,55.67,54.81,50.94,18163800
2025-05-16,ITUB4,37.68,38.00,37.37,35.07,29635800
2025-05-19,PETR4,31.84,32.10,31.70,30.36,30200500
2025-05-19,VALE3,55.00,55.47,54.87,50.80,14475200
2025-05-19,ITUB4,37.82,38.59,37.71,35.48,24323000
2025-05-20,PETR4,32.05,32.41,31.95,30.48,33485800
2025-05-20,VALE3,55.33,55.53,55.09,50.81,10499200
2025-05-20,ITUB4,38.38,38.38,37.86,35.44,17978200
2025-05-21,PETR4,32.21,32.39,31.69,30.14,28724100
2025-05-21,VALE3,55.15,55.30,54.44,50.16,14486300
2025-05-21,ITUB4,38.19,38.20,37.22,34.72,20216400
2025-05-22,PETR4,31.64,31.65,31.21,29.74,42207300
2025-05-22,VALE3,54.62,54.64,53.97,49.79,18476000
2025-05-22,ITUB4,37.64,37.74,37.14,34.48,22889800
2025-05-23,PETR4,31.09,31.40,30.87,29.81,25732400
2025-05-23,VALE3,54.00,54.44,53.59,49.87,14747300
2025-05-23,ITUB4,36.60,37.72,36.36,34.90,20125900
2025-05-26,PETR4,31.46,31.53,31.14,29.71,21277100
2025-05-26,VALE3,53.94,54.09,53.80,49.58,7194500
2025-05-26,ITUB4,37.62,38.25,37.54,34.97,6500400
2025-05-27,PETR4,31.52,31.67,31.36,29.93,34361500
2025-05-27,VALE3,54.00,54.21,53.62,49.43,17943000
2025-05-27,ITUB4,38.30,38.62,37.87,35.25,14716300
2025-05-28,PETR4,31.67,31.72,31.43,29.83,30516200
2025-05-28,VALE3,53.74,53.79,53.19,49.03,17700600
2025-05-28,ITUB4,38.08,38.15,37.70,34.96,14548200
2025-05-29,PETR4,31.48,31.50,31.05,29.65,20778800
2025-05-29,VALE3,53.73,53.88,53.33,49.07,10246100
2025-05-29,ITUB4,37.66,37.96,37.35,34.69,17515300
2025-05-30,PETR4,31.15,31.27,30.90,29.33,45127700
2025-05-30,VALE3,53.35,53.39,52.05,47.83,28286100
2025-05-30,ITUB4,37.63,37.72,37.09,34.63,31193800
2025-06-02,PETR4,31.64,31.65,31.01,29.50,35111000
2025-06-02,VALE3,52.58,52.75,52.26,48.25,19267700
2025-06-02,ITUB4,37.67,37.76,37.03,34.39,23075800
2025-06-03,PETR4,29.88,30.30,29.39,29.51,59828700
2025-06-03,VALE3,51.93,52.64,51.87,48.22,12824900
2025-06-03,ITUB4,37.01,37.15,36.78,34.28,23511000
2025-06-04,PETR4,30.24,30.45,29.27,28.70,41952900
2025-06-04,VALE3,52.62,53.33,52.62,48.44,11714700
2025-06-04,ITUB4,37.17,37.29,36.67,34.19,17266700
2025-06-05,PETR4,29.50,29.64,29.21,28.71,23774000
2025-06-05,VALE3,53.00,53.66,52.87,48.57,12594000
2025-06-05,ITUB4,37.00,37.00,36.38,33.78,24798200
2025-06-06,PETR4,29.45,29.83,29.36,29.01,28069300
2025-06-06,VALE3,53.15,53.47,52.71,48.64,16638900
2025-06-06,ITUB4,36.47,36.75,36.30,33.86,18187900
2025-06-09,PETR4,29.22,29.47,28.86,28.52,43834800
2025-06-09,VALE3,52.89,53.29,52.62,48.92,13029200
2025-06-09,ITUB4,36.47,36.63,35.87,33.68,23946500
2025-06-10,PETR4,29.41,30.22,29.35,29.38,46241800
2025-06-10,VALE3,53.30,53.87,53.11,49.25,18890600
2025-06-10,ITUB4,36.50,36.58,35.97,33.63,20363600
2025-06-11,PETR4,30.30,31.16,30.30,30.36,52432400
2025-06-11,VALE3,53.81,53.81,52.99,48.82,13639700
2025-06-11,ITUB4,35.97,36.59,35.74,33.94,16180000
2025-06-12,PETR4,30.80,31.91,30.73,31.05,51729500
2025-06-12,VALE3,52.90,53.04,52.47,48.50,11136800
2025-06-12,ITUB4,36.09,36.83,36.06,34.20,21869400
2025-06-13,PETR4,33.11,33.17,32.17,31.81,74902600
2025-06-13,VALE3,52.07,52.51,51.96,47.86,13264900
2025-06-13,ITUB4,36.17,36.35,35.91,33.79,14389900
2025-06-16,PETR4,32.53,32.93,32.07,31.50,45972200
2025-06-16,VALE3,52.31,54.05,52.31,49.42,41210000
2025-06-16,ITUB4,36.53,37.22,36.52,34.41,17353400
2025-06-17,PETR4,32.38,33.09,32.37,32.21,57633400
2025-06-17,VALE3,53.63,53.89,51.38,47.20,43657300
2025-06-17,ITUB4,36.99,37.09,36.77,34.61,19547100
2025-06-18,PETR4,32.96,33.21,32.49,32.18,49342900
2025-06-18,VALE3,53.63,53.89,51.08,47.04,20499000
2025-06-18,ITUB4,36.93,37.08,36.71,34.41,19694400
2025-06-20,PETR4,32.73,33.16,32.63,32.09,85062700
2025-06-20,VALE3,51.24,51.28,49.92,45.83,39947200
2025-06-20,ITUB4,36.52,36.67,36.39,34.23,21205800
2025-06-23,PETR4,33.29,33.34,31.81,31.29,54592400
2025-06-23,VALE3,50.02,50.55,49.83,46.41,17288800
2025-06-23,ITUB4,36.64,36.64,36.15,34.15,14282900
2025-06-24,PETR4,31.29,31.84,31.14,30.67,48728300
2025-06-24,VALE3,50.74,50.75,50.14,46.40,18576300
2025-06-24,ITUB4,36.72,37.58,36.58,34.80,20137900
2025-06-25,PETR4,31.32,31.54,31.21,30.52,23127700
2025-06-25,VALE3,50.25,50.60,49.72,46.34,23319900
2025-06-25,ITUB4,37.10,37.14,36.44,34.17,19790900
2025-06-26,PETR4,31.35,31.60,31.31,30.76,17227000
2025-06-26,VALE3,50.84,52.30,50.84,47.74,40488400
2025-06-26,ITUB4,36.63,36.79,36.20,33.92,23026900
2025-06-27,PETR4,31.39,31.45,31.14,30.52,16482100
2025-06-27,VALE3,52.19,53.09,51.91,48.54,26016900
2025-06-27,ITUB4,36.00,36.36,35.94,33.88,13825500
2025-06-30,PETR4,31.21,31.49,31.10,30.68,23091100
2025-06-30,VALE3,52.79,53.03,52.44,48.33,19961900
2025-06-30,ITUB4,36.15,36.96,35.92,34.52,29818100
2025-07-01,PETR4,31.45,31.57,31.26,30.79,17014100
2025-07-01,VALE3,52.60,53.71,52.50,48.99,21844300
2025-07-01,ITUB4,36.93,37.17,36.81,34.68,18167000
2025-07-02,PETR4,31.58,32.24,31.48,31.34,28311600
2025-07-02,VALE3,53.81,55.70,53.80,50.77,63100200
2025-07-02,ITUB4,37.10,37.28,36.55,34.40,19739300
2025-07-03,PETR4,32.00,32.39,31.94,31.45,14322300
2025-07-03,VALE3,55.50,55.88,54.82,50.53,18256300
2025-07-03,ITUB4,36.84,37.80,36.84,35.25,13539000
2025-07-04,PETR4,32.00,32.31,31.97,31.41,9356900
2025-07-04,VALE3,55.03,55.20,54.75,50.68,5449600
2025-07-04,ITUB4,37.70,37.99,37.58,35.26,7309500
2025-07-07,PETR4,32.12,32.26,31.90,31.35,17938800
2025-07-07,VALE3,55.05,55.18,54.20,49.93,13174500
2025-07-07,ITUB4,37.74,37.78,37.15,34.80,13480700
2025-07-08,PETR4,32.07,32.59,32.03,31.80,28778300
2025-07-08,VALE3,54.52,55.59,54.36,50.11,26632000
2025-07-08,ITUB4,37.16,37.32,36.90,34.71,20899600
2025-07-09,PETR4,32.57,32.63,32.06,31.60,22338900
2025-07-09,VALE3,54.70,54.70,53.75,49.61,12209400
2025-07-09,ITUB4,37.08,37.09,36.26,33.99,15624400
2025-07-10,PETR4,32.01,32.43,31.72,31.52,23102800
2025-07-10,VALE3,55.34,57.12,55.20,50.75,46597200
2025-07-10,ITUB4,35.90,35.90,35.24,32.95,38419300
2025-07-11,PETR4,32.20,32.70,32.15,31.91,23946700
2025-07-11,VALE3,55.20,56.22,55.01,51.41,18313200
2025-07-11,ITUB4,35.15,35.20,34.73,32.68,41882800
2025-07-14,PETR4,32.63,32.77,32.12,31.49,24106300
2025-07-14,VALE3,55.86,55.91,54.87,50.82,15141300
2025-07-14,ITUB4,34.93,35.03,34.51,32.62,25888400
2025-07-15,PETR4,32.24,32.38,31.81,31.24,18688300
2025-07-15,VALE3,54.93,55.36,53.52,49.49,25029100
2025-07-15,ITUB4,34.90,35.22,34.69,32.73,26559500
2025-07-16,PETR4,31.90,31.95,31.47,31.08,27588900
2025-07-16,VALE3,54.10,54.52,53.91,49.94,26394100
2025-07-16,ITUB4,35.09,35.30,34.88,32.89,26849800
2025-07-17,PETR4,31.77,31.77,31.40,30.77,27497600
2025-07-17,VALE3,54.40,54.79,54.12,49.85,20252800
2025-07-17,ITUB4,35.21,35.84,35.19,33.39,24842500
2025-07-18,PETR4,31.40,31.60,30.60,30.30,57635000
2025-07-18,VALE3,54.05,54.78,53.97,50.09,23714000
2025-07-18,ITUB4,35.42,35.72,34.99,32.78,31288500
2025-07-21,PETR4,30.89,31.28,30.77,30.36,16412000
2025-07-21,VALE3,55.45,56.82,55.34,51.46,40484000
2025-07-21,ITUB4,35.05,35.58,35.01,33.16,11994700
2025-07-22,PETR4,31.05,31.58,30.99,30.65,24557100
2025-07-22,VALE3,56.95,57.97,56.91,52.79,40945900
2025-07-22,ITUB4,35.50,35.74,34.94,32.71,22650800
2025-07-23,PETR4,31.35,32.03,31.30,31.28,27418600
2025-07-23,VALE3,57.45,57.90,57.00,52.71,17914800
2025-07-23,ITUB4,34.96,35.53,34.86,33.08,12885400
2025-07-24,PETR4,31.93,32.02,31.65,31.23,17856300
2025-07-24,VALE3,56.94,57.29,56.29,51.90,21651200
