rank,candidate_id,genome_hash,oos_sharpe_net,pbo,oos_cagr_net,max_drawdown_net,dsr,stress_passed,stress_total,gates_passed,turnover_annual,capacity_usd,created_at
1,cand_1764c7a4e5b1,sha256:04f0a0392c449d79,143.047470,0.120000,0.200800,0.000000,0.550000,7,7,true,0.000000,,2025-12-28T22:35:35Z
2,cand_4ce0ef9acd64,sha256:1759cbe9a9e39d1b,143.047470,0.120000,0.200800,0.000000,0.550000,7,7,true,0.000000,,2025-12-28T22:35:36Z
3,cand_dc727a9c2d90,sha256:4f6ae34aef7e7533,143.047470,0.120000,0.200800,0.000000,0.550000,7,7,true,0.000000,,2025-12-28T22:35:35Z
4,cand_96bce8410797,sha256:91f26c02fe6922fc,143.047470,0.120000,0.200800,0.000000,0.550000,7,7,true,0.000000,,2025-12-28T22:35:35Z
5,cand_a974087e90f3,sha256:ad7754e273c9039e,143.047470,0.120000,0.200800,0.000000,0.550000,7,7,true,0.000000,,2025-12-28T22:35:36Z
6,cand_18d47d38f5d4,sha256:b013dcc14b6a7c9f,143.047470,0.120000,0.200800,0.000000,0.550000,7,7,true,0.000000,,2025-12-28T22:35:36Z
