date,open,high,low,close,volume
2005-01-03,11.8561,11.9647,11.6814,11.7934,3059100
2005-01-04,11.7934,11.8256,11.6678,11.7153,3782700
2005-01-05,11.7374,11.7628,11.5474,11.5474,3159300
2005-01-06,11.4914,11.6865,11.4847,11.5898,2662500
2005-01-07,11.6153,11.6339,11.4728,11.4779,2094600
2005-01-10,11.4796,11.6797,11.4507,11.6797,2924100
2005-01-11,11.6797,11.7594,11.6153,11.6611,3066600
2005-01-12,11.7035,11.7628,11.6238,11.7628,3084300
2005-01-13,11.7544,11.756,11.2557,11.3015,7146300
2005-01-14,11.3642,11.5491,11.3235,11.5118,4316700
2005-01-18,11.5084,11.6085,11.4151,11.5932,2342100
2005-01-19,11.5932,11.6187,11.4779,11.4796,1598700
2005-01-20,11.4796,11.4999,11.2913,11.3049,2501400
2005-01-21,11.2964,11.3049,10.9656,11.0233,5168400
2005-01-24,11.1013,11.1353,10.9826,11.0199,4176000
2005-01-25,11.0623,11.1607,10.9792,11.0013,2281800
2005-01-26,10.9826,11.1743,10.9826,11.1726,4127100
2005-01-27,11.2794,11.3625,11.0674,11.1861,2960700
2005-01-28,11.2455,11.3829,11.1946,11.3812,3491400
2005-01-31,11.4117,11.5169,11.4066,11.5101,2301000
2005-02-01,11.5084,11.5983,11.4813,11.5237,2008500
2005-02-02,11.5237,11.5372,11.3405,11.449,3332100
2005-02-03,11.4694,11.4694,11.2913,11.388,1415100
2005-02-04,11.3642,11.6204,11.3591,11.5983,2409000
2005-02-07,11.6237,11.6441,11.3812,11.388,2937300
2005-02-08,11.4168,11.444,11.3473,11.3541,1828200
2005-02-09,11.5305,11.6068,11.4253,11.5576,4761300
2005-02-10,11.695,11.8069,11.6746,11.8001,4104000
2005-02-11,11.8256,11.9562,11.8086,11.946,3972000
2005-02-14,11.9647,11.9715,11.8816,11.9274,1551600
2005-02-15,11.9545,12.041,11.9138,12.0088,2316000
2005-02-16,11.9579,12.0749,11.8748,12.0257,3480600
2005-02-17,12.0546,12.1173,11.9833,11.9833,3505200
2005-02-18,12.0173,12.0173,11.7917,11.8917,2052600
2005-02-22,11.8493,11.8697,11.617,11.6187,3436500
2005-02-23,11.7204,11.79,11.5881,11.6763,2651100
2005-02-24,11.6763,11.8001,11.5983,11.773,1994700
2005-02-25,11.8154,11.8714,11.7272,11.851,2480100
2005-02-28,11.8527,11.9392,11.7968,11.9053,2964600
2005-03-01,11.9324,12.2615,11.9324,12.2445,4325700
2005-03-02,12.2208,12.3175,12.1156,12.2038,3569400
2005-03-03,12.2038,12.2378,12.0461,12.1852,3773400
2005-03-04,12.2632,12.443,12.2496,12.3582,3158400
2005-03-07,12.3582,12.4243,12.3531,12.4226,2585700
2005-03-08,12.4193,12.4498,12.2564,12.2903,3276900
2005-03-09,12.2632,12.3887,12.2327,12.3361,2767800
2005-03-10,12.3446,12.4735,12.3209,12.3819,2587200
2005-03-11,12.365,12.3684,12.0851,12.1309,2563200
2005-03-14,12.1631,12.1767,12.0529,12.1105,3410700
2005-03-15,12.2038,12.2751,12.1207,12.1241,3607500
2005-03-16,12.2632,12.348,12.0478,12.1682,6281400
2005-03-17,12.1682,12.3582,12.0936,12.2598,4579500
2005-03-18,12.2208,12.3582,12.1597,12.1937,14800200
2005-03-21,12.27,12.3344,12.1055,12.1377,3090900
2005-03-22,12.1275,12.2445,11.8561,11.8612,3720000
2005-03-23,11.8392,11.8612,11.7035,11.7069,3809100
2005-03-24,11.7645,11.7951,11.6899,11.695,2521200
2005-03-28,11.7204,11.8358,11.7086,11.751,2113200
2005-03-29,11.8157,11.8507,11.6583,11.702,3135900
2005-03-30,11.6985,11.9958,11.6985,11.9381,3173100
2005-03-31,11.9731,12.0431,11.9031,12.0081,2254800
2005-04-01,12.0693,12.2267,11.8647,11.9206,3341700
2005-04-04,11.9189,12.0396,11.8437,11.9696,2315100
2005-04-05,11.9679,12.0868,11.9434,11.9714,1722900
2005-04-06,11.9766,12.0501,11.9031,11.9591,2814600
2005-04-07,11.9818,12.0396,11.9101,11.9906,1750500
2005-04-08,11.9906,12.0238,11.9014,11.9329,1983000
2005-04-11,11.9381,11.9819,11.8402,11.8577,1990200
2005-04-12,11.8577,11.8996,11.6075,11.8699,5213100
2005-04-13,11.8594,11.8612,11.4728,11.5586,5728500
2005-04-14,11.5568,11.6425,11.4781,11.604,5189700
2005-04-15,11.5795,11.6145,11.2629,11.2927,4234200
2005-04-18,11.3189,11.4134,11.1265,11.3469,2944500
2005-04-19,11.3731,11.5236,11.3644,11.4938,2701200
2005-04-20,11.4833,11.4833,11.2524,11.2612,1944600
2005-04-21,11.3347,11.5551,11.1178,11.5498,3515700
2005-04-22,11.5096,11.5743,11.2227,11.3014,3261600
2005-04-25,11.3609,11.5498,11.3521,11.5446,2300100
2005-04-26,11.5096,11.6583,11.4816,11.59,3623700
2005-04-27,11.5463,11.709,11.4414,11.6285,2722800
2005-04-28,11.6268,11.8244,11.5218,11.7177,4898400
2005-04-29,11.8891,12.0448,11.6932,12.0133,4550100
2005-05-02,12.0483,12.0781,11.8524,11.9836,2955900
2005-05-03,11.9399,12.0518,11.8699,11.9381,2928600
