,open,high,low,close,volume,ticker
2011-03-17 01:00:00,66016.52,66950.2,66014.71,66215.93,1984940,IBOV
2011-03-18 01:00:00,66216.94,67384.47,66216.94,66879.89,2842709,IBOV
2011-03-21 01:00:00,66886.98,67675.88,66656.48,66689.61,2557364,IBOV
2011-03-22 01:00:00,66683.81,67630.53,66531.26,67578.33,2357859,IBOV
2011-03-23 01:00:00,67570.22,67917.92,67316.69,67795.51,2145658,IBOV
2011-03-24 01:00:00,67798.87,68008.95,67405.91,67532.97,1819711,IBOV
2011-03-25 01:00:00,67528.4,68256.24,67496.93,67765.94,2223711,IBOV
2011-03-28 01:00:00,67766.5,68070.47,67192.82,67192.82,1444372,IBOV
2011-03-29 01:00:00,67194.24,67862.19,67046.08,67418.76,1768164,IBOV
2011-03-30 01:00:00,67422.96,68003.87,67422.96,67997.06,1859841,IBOV
2011-03-31 01:00:00,68000.46,68606.06,68000.46,68586.7,2124421,IBOV
2011-04-01 01:00:00,68588.06,69387.19,68588.06,69268.29,2397413,IBOV
2011-04-04 01:00:00,69269.87,69787.27,69269.87,69703.8,1923536,IBOV
2011-04-05 01:00:00,69703.8,70046.53,69464.82,69837.52,2483424,IBOV
2011-04-06 01:00:00,69841.4,70107.71,68954.26,69036.91,2113720,IBOV
2011-04-07 01:00:00,69039.7,69333.72,68695.01,69176.12,2223737,IBOV
2011-04-08 01:00:00,69179.54,69429.86,68471.84,68718.01,2111494,IBOV
2011-04-11 01:00:00,68718.82,69176.75,68029.3,68164.36,2173871,IBOV
2011-04-12 01:00:00,68153.32,68153.32,66721.12,66896.23,2525736,IBOV
2011-04-13 01:00:00,66908.61,67410.69,66251.35,66486.49,2515208,IBOV
2011-04-14 01:00:00,66483.42,67041.79,66089.52,66278.89,2258980,IBOV
2011-04-15 01:00:00,66281.46,66765.19,65832.39,66684.21,2145721,IBOV
2011-04-18 01:00:00,66688.81,66705.72,65158.47,65415.49,3060398,IBOV
2011-04-19 01:00:00,65416.7,66256.94,65416.7,66158.09,2214365,IBOV
2011-04-20 01:00:00,66164.94,67076.76,66164.94,67058.02,2397399,IBOV
2011-04-25 01:00:00,67058.02,67124.33,66552.06,66972.37,1385814,IBOV
2011-04-26 01:00:00,66971.89,67413.16,66722.43,67144.26,1726521,IBOV
2011-04-27 01:00:00,67142.73,67228.28,65885.44,66264.47,2151251,IBOV
2011-04-28 01:00:00,66249.18,66249.18,65105.31,65673.21,3089995,IBOV
2011-04-29 01:00:00,65664.39,66293.78,65460.92,66132.86,2645050,IBOV
2011-05-02 01:00:00,66119.4,66500.26,65345.68,65462.75,2306707,IBOV
2011-05-03 01:00:00,65457.68,65468.32,64243.67,64318.18,2235405,IBOV
2011-05-04 01:00:00,64320.41,64807.13,63547.51,63615.5,2490020,IBOV
2011-05-05 01:00:00,63608.91,64267.79,62972.77,63407.01,2806009,IBOV
2011-05-06 01:00:00,63422.21,64703.92,63422.21,64417.34,2689928,IBOV
2011-05-09 01:00:00,64415.96,64781.87,64149.5,64621.97,1880818,IBOV
2011-05-10 01:00:00,64621.97,65143.41,64618.83,64876.88,1982579,IBOV
2011-05-11 01:00:00,64876.7,64876.7,63621.99,63775.82,2458499,IBOV
2011-05-12 01:00:00,63771.66,64328.93,63125.39,64003.16,2486840,IBOV
2011-05-13 01:00:00,64003.16,64165.24,63063.44,63235.3,2667458,IBOV
2011-05-16 01:00:00,63233.37,63828.54,62675.59,62829.68,2459595,IBOV
2011-05-17 01:00:00,62830.37,63680.44,62414.43,63673.34,2210780,IBOV
2011-05-18 01:00:00,63675.18,64015.02,62830.45,62840.61,2488059,IBOV
2011-05-19 01:00:00,62843.91,63607.37,62224.69,62367.36,2291225,IBOV
2011-05-20 01:00:00,62369.83,63043.2,62086.18,62596.52,2087015,IBOV
2011-05-23 01:00:00,62596.52,62596.52,61658.74,62345.18,1767696,IBOV
2011-05-24 01:00:00,62350.11,63414.8,62350.11,63336.75,2006315,IBOV
2011-05-25 01:00:00,63328.63,63857.12,63024.77,63388.44,1918542,IBOV
2011-05-26 01:00:00,63388.69,64121.25,63231.95,64098.57,2397030,IBOV
2011-05-27 01:00:00,64100.77,64548.22,64092.4,64294.96,1672062,IBOV
2011-05-30 01:00:00,64294.96,64460.27,63914.64,63953.93,629037,IBOV
2011-05-31 01:00:00,63960.93,64620.08,63931.64,64620.08,2428456,IBOV
2011-06-01 01:00:00,64616.35,64673.73,63401.14,63411.48,2158244,IBOV
2011-06-02 01:00:00,63410.91,64218.08,63277.37,64218.08,2135610,IBOV
2011-06-03 01:00:00,64216.34,64978.78,63628.2,64340.5,2155887,IBOV
2011-06-06 01:00:00,64340.5,64512.02,62959.77,63067.73,1822344,IBOV
2011-06-07 01:00:00,63071.86,63784.38,63071.86,63217.85,2089604,IBOV
2011-06-08 01:00:00,63204.22,63353.54,62709.41,63032.97,1805869,IBOV
2011-06-09 01:00:00,63036.69,63772.64,62872.35,63468.82,1946852,IBOV
2011-06-10 01:00:00,63470.09,63478.36,62495.24,62697.16,1688260,IBOV
2011-06-13 01:00:00,62701.28,62967.84,62021.6,62022.92,1397132,IBOV
2011-06-14 01:00:00,62023.41,62697.43,62023.41,62204.83,1762363,IBOV
2011-06-15 01:00:00,62198.11,62198.11,61448.14,61603.74,2668099,IBOV
2011-06-16 01:00:00,61602.06,62040.31,60489.27,60880.62,1991098,IBOV
2011-06-17 01:00:00,60882.59,61268.47,60565.54,61059.98,1974677,IBOV
2011-06-20 01:00:00,61059.23,61571.37,60783.78,61168.24,2019741,IBOV
2011-06-21 01:00:00,61187.62,61542.51,61178.94,61423.61,1696673,IBOV
2011-06-22 01:00:00,61420.04,61858.97,61194.09,61194.09,1863451,IBOV
2011-06-24 01:00:00,61191.88,61458.8,60920.8,61016.72,1449055,IBOV
2011-06-27 01:00:00,61017.23,61456.22,60771.93,61216.98,1633908,IBOV
2011-06-28 01:00:00,61216.26,62308.77,61216.26,62303.37,1796350,IBOV
2011-06-29 01:00:00,62303.24,62624.62,62032.74,62333.97,1873400,IBOV
2011-06-30 01:00:00,62337.41,62574.33,61959.4,62403.64,1813944,IBOV
2011-07-01 01:00:00,62403.64,63454.86,62148.39,63394.34,2376269,IBOV
2011-07-04 01:00:00,63396.72,63891.31,63314.23,63891.31,1000477,IBOV
2011-07-05 01:00:00,63886.43,63886.43,63030.22,63038.81,1937720,IBOV
2011-07-06 01:00:00,63038.81,63038.81,62390.69,62565.46,1612562,IBOV
2011-07-07 01:00:00,62573.09,63206.29,62207.33,62207.33,1865009,IBOV
2011-07-08 01:00:00,62206.58,62206.58,61366.49,61513.24,1670580,IBOV
2011-07-11 01:00:00,61501.58,61501.58,60098.31,60223.63,1773239,IBOV
2011-07-12 01:00:00,60219.64,60516.11,59704.75,59704.75,1946119,IBOV
2011-07-13 01:00:00,59717.78,60846.71,59717.78,60669.89,2284285,IBOV
2011-07-14 01:00:00,60672.96,60684.53,59451.77,59679.35,2363357,IBOV
2011-07-15 01:00:00,59679.35,60104.24,59180.29,59478.01,1960244,IBOV
2011-07-18 01:00:00,59478.93,59479.33,58630.94,58837.61,1956430,IBOV
2011-07-19 01:00:00,58837.61,59394.2,58676.82,59082.13,1887986,IBOV
2011-07-20 01:00:00,59094.07,59551.61,59044.51,59119.71,1945981,IBOV
2011-07-21 01:00:00,59120.22,60441.0,59119.63,60262.95,2159688,IBOV
2011-07-22 01:00:00,60263.22,60696.38,60076.88,60270.47,1809502,IBOV
2011-07-25 01:00:00,60263.66,60285.41,59639.98,59970.54,1772309,IBOV
2011-07-26 01:00:00,59972.15,60204.29,59261.08,59339.9,2174791,IBOV
2011-07-27 01:00:00,59336.48,59336.48,58168.7,58288.46,2618993,IBOV
2011-07-28 01:00:00,58297.14,59166.51,58290.36,58708.25,2234092,IBOV
2011-07-29 01:00:00,58703.07,58952.4,58009.0,58823.45,2366335,IBOV
2011-08-01 01:00:00,58823.45,59541.92,58167.64,58535.74,2109354,IBOV
2011-08-02 01:00:00,58525.82,58673.42,57258.93,57310.78,2696152,IBOV
2011-08-03 01:00:00,57318.1,57352.34,55249.49,56017.22,3491700,IBOV
2011-08-04 01:00:00,55999.45,55999.45,52628.91,52811.36,4455458,IBOV
2011-08-05 01:00:00,52811.36,53865.79,51152.63,52949.22,4320575,IBOV
2011-08-08 01:00:00,52938.3,52938.3,47793.49,48668.29,4894698,IBOV
2011-08-09 01:00:00,48670.63,51150.9,48666.26,51150.9,5268210,IBOV
2011-08-10 01:00:00,51150.9,52163.66,49946.78,51395.29,4358755,IBOV
2011-08-11 01:00:00,51398.02,53723.67,51398.02,53343.11,4065977,IBOV
2011-08-12 01:00:00,53343.58,53642.56,52649.91,53473.35,3269783,IBOV
2011-08-15 01:00:00,53478.31,54967.63,53474.38,54651.83,2540570,IBOV
2011-08-16 01:00:00,54651.09,54651.09,53539.24,54323.61,2464550,IBOV
2011-08-17 01:00:00,54323.61,55073.02,53827.51,55073.02,3160628,IBOV
2011-08-18 01:00:00,55036.82,55036.82,52246.02,53134.1,3120409,IBOV
2011-08-19 01:00:00,53135.05,53601.16,52335.73,52447.63,2577282,IBOV
2011-08-22 01:00:00,52471.6,53552.02,52397.21,52440.23,2140804,IBOV
2011-08-23 01:00:00,52439.67,53786.63,51853.07,53786.63,2679043,IBOV
2011-08-24 01:00:00,53786.63,54279.18,52992.81,53795.7,2492289,IBOV
2011-08-25 01:00:00,53796.37,54155.02,52677.4,52953.3,2381150,IBOV
2011-08-26 01:00:00,52955.34,53597.69,51971.15,53350.79,2222969,IBOV
2011-08-29 01:00:00,53356.07,55026.66,53356.07,54860.73,2293735,IBOV
2011-08-30 01:00:00,54860.58,55768.45,54424.94,55385.03,2343417,IBOV
2011-08-31 01:00:00,55399.37,56495.12,55399.37,56495.12,2940099,IBOV
2011-09-01 01:00:00,56498.24,58589.26,56498.24,58118.2,4013572,IBOV
2011-09-02 01:00:00,58113.63,58113.63,56301.62,56531.62,4013572,IBOV
2011-09-05 01:00:00,56520.65,56520.65,54817.61,54998.41,1609056,IBOV
2011-09-06 01:00:00,54998.03,56676.35,54121.36,56607.3,2846808,IBOV
2011-09-08 01:00:00,56608.5,58241.99,56608.5,57623.63,2757015,IBOV
2011-09-09 01:00:00,57614.13,57614.13,55527.65,55778.39,2481841,IBOV
2011-09-12 01:00:00,55772.83,55792.14,54309.85,55685.47,2376205,IBOV
2011-09-13 01:00:00,55690.08,56336.47,55166.08,55543.97,2099358,IBOV
2011-09-14 01:00:00,55543.89,56776.46,55089.93,56286.04,2836275,IBOV
2011-09-15 01:00:00,56287.36,57161.24,56196.22,56381.46,2136717,IBOV
2011-09-16 01:00:00,56381.46,57210.11,56257.38,57210.11,1969970,IBOV
2011-09-19 01:00:00,57208.19,57208.19,56059.71,57102.78,2328212,IBOV
2011-09-20 01:00:00,57104.54,57619.74,56378.63,56378.63,2677092,IBOV
2011-09-21 01:00:00,56381.14,57599.95,55914.82,55981.9,2777076,IBOV
2011-09-22 01:00:00,55980.65,55980.65,52706.24,53280.28,3603686,IBOV
2011-09-23 01:00:00,53272.66,53855.03,52754.06,53230.36,2689194,IBOV
2011-09-26 01:00:00,53242.67,53872.53,52398.89,53747.52,2143239,IBOV
2011-09-27 01:00:00,53751.49,54992.05,53751.49,53920.36,2454194,IBOV
2011-09-28 01:00:00,53921.25,54796.1,53257.76,53270.36,2340816,IBOV
2011-09-29 01:00:00,53276.05,54207.35,52848.74,53384.67,2304826,IBOV
2011-09-30 01:00:00,53384.84,53384.84,51897.35,52324.42,3072618,IBOV
2011-10-03 01:00:00,52319.0,52319.0,50791.53,50791.53,3112446,IBOV
2011-10-04 01:00:00,50789.99,50789.99,49432.89,50686.34,4038795,IBOV
2011-10-05 01:00:00,50682.55,51198.72,50209.42,51013.85,2830308,IBOV
2011-10-06 01:00:00,51015.88,52728.7,51015.88,52290.37,3145694,IBOV
2011-10-07 01:00:00,52290.37,52891.24,50901.83,51243.62,2627160,IBOV
2011-10-10 01:00:00,51243.62,53293.55,51243.62,53273.11,2180533,IBOV
2011-10-11 01:00:00,53270.73,54113.19,52819.81,53838.47,2845461,IBOV
2011-10-13 01:00:00,53836.31,54751.06,53308.44,54601.07,3574120,IBOV
2011-10-14 01:00:00,54602.89,55179.01,54447.23,55030.45,2323257,IBOV
2011-10-17 02:00:00,55021.16,55021.16,53535.69,53911.33,2366139,IBOV
2011-10-18 02:00:00,53915.13,55224.72,53188.37,55031.93,2539952,IBOV
2011-10-19 02:00:00,55037.1,55244.27,54483.16,54966.13,2430756,IBOV
2011-10-20 02:00:00,54953.11,54953.11,53609.97,54009.98,2282791,IBOV
2011-10-21 02:00:00,54013.69,55504.42,54013.69,55255.23,2151102,IBOV
2011-10-24 02:00:00,55259.4,57225.54,55259.4,56891.97,2655999,IBOV
2011-10-25 02:00:00,56884.83,56884.83,55769.7,56285.99,2262826,IBOV
2011-10-26 02:00:00,56305.69,57333.59,56248.61,57143.79,2172483,IBOV
2011-10-27 02:00:00,57145.56,59901.47,57145.56,59270.13,3665751,IBOV
2011-10-28 02:00:00,59270.13,59668.18,58759.83,59513.13,2388056,IBOV
2011-10-31 02:00:00,59512.5,59512.5,58093.72,58338.39,2257976,IBOV
2011-11-01 02:00:00,58300.3,58300.3,56099.28,57322.75,2827661,IBOV
2011-11-03 02:00:00,57326.69,58481.04,57326.69,58196.3,2445736,IBOV
2011-11-04 02:00:00,58185.82,58804.07,57546.52,58669.92,1946528,IBOV
2011-11-07 03:00:00,58669.92,59440.49,58645.37,59198.77,1869342,IBOV
2011-11-08 03:00:00,59205.1,59616.35,58505.05,59026.13,1933980,IBOV
2011-11-09 03:00:00,59010.77,59010.77,57201.19,57549.74,2622941,IBOV
2011-11-10 03:00:00,57560.97,58313.68,57294.17,57321.81,1959002,IBOV
2011-11-11 03:00:00,57324.84,58747.0,57324.84,58546.97,2136492,IBOV
2011-11-14 03:00:00,58538.76,58716.73,58013.24,58258.23,1790941,IBOV
2011-11-16 03:00:00,58255.72,58877.13,57784.04,58559.99,2703813,IBOV
2011-11-17 03:00:00,58549.51,58555.43,56663.29,56988.9,3054647,IBOV
